period_id,project_id,baseline_budget,current_budget,actual_cost,committed_cost,forecast_cost,planned_cost_to_date,earned_value,budget_variance,budget_variance_pct,cost_variance,cpi,forecast_variance,burn_rate,remaining_budget
202509,81,1305000,1305000,820000,154000,1250000,808000,803000,55000,4.24,-17000,0.979,55000,91000,485000
202510,81,1305000,1305000,796000,172000,1250000,854000,841000,55000,4.24,45000,1.057,55000,80000,509000
202511,81,1305000,1305000,894000,103000,1250000,899000,899000,55000,4.24,5000,1.006,55000,81000,411000
202512,81,1305000,1305000,955000,137000,1250000,945000,941000,55000,4.24,-14000,0.986,55000,80000,350000
202601,81,1305000,1305000,968000,131000,1250000,991000,963000,55000,4.24,-4000,0.995,55000,74000,337000
202602,81,1305000,1305000,929000,104000,1250000,1033000,984000,55000,4.24,55000,1.06,55000,66000,376000
202603,81,1305000,1305000,1056000,85000,1250000,1079000,1073000,55000,4.24,18000,1.017,55000,70000,249000
202604,81,1305000,1305000,1076000,79000,1250000,1123000,1102000,55000,4.24,26000,1.024,55000,67000,229000
202605,81,1305000,1305000,1154000,47000,1250000,1170000,1129000,55000,4.24,-25000,0.978,55000,68000,151000
202606,81,1305000,1305000,1195000,23000,1250000,1214000,1175000,55000,4.24,-20000,0.983,55000,66000,110000
202607,81,1305000,1305000,1171000,26000,1250000,1260000,1239000,55000,4.24,68000,1.058,55000,62000,134000
202608,81,1305000,1305000,1264000,0,1264000,1305000,1281000,41000,3.13,17000,1.014,41000,63000,41000
202609,81,1305000,1305000,1252000,0,1252000,1305000,1275000,53000,4.09,24000,1.019,53000,60000,53000
202610,81,1305000,1305000,1312000,0,1312000,1305000,1301000,-7000,-0.55,-11000,0.992,-7000,60000,-7000
202611,81,1305000,1305000,1231000,10000,1250000,1305000,1285000,55000,4.24,55000,1.044,55000,54000,74000
202612,81,1305000,1305000,1221000,15000,1250000,1305000,1254000,55000,4.24,33000,1.027,55000,51000,84000
202501,82,2008000,2008000,0,663000,2139000,0,0,-131000,-6.5,0,1.0,-131000,0,2008000
202502,82,2008000,2008000,0,578000,2139000,0,0,-131000,-6.5,0,1.0,-131000,0,2008000
202503,82,2008000,2008000,0,1174000,2139000,0,0,-131000,-6.5,0,1.0,-131000,0,2008000
202504,82,2008000,2008000,0,751000,2139000,0,0,-131000,-6.5,0,1.0,-131000,0,2008000
202505,82,2008000,2008000,44000,715000,2139000,55000,39000,-131000,-6.5,-5000,0.894,-131000,9000,1964000
202506,82,2008000,2008000,109000,709000,2139000,141000,104000,-131000,-6.5,-4000,0.96,-131000,18000,1899000
202507,82,2008000,2008000,181000,830000,2139000,230000,166000,-131000,-6.5,-15000,0.92,-131000,26000,1827000
202508,82,2008000,2008000,238000,791000,2139000,320000,228000,-131000,-6.5,-10000,0.959,-131000,30000,1770000
202509,82,2008000,2008000,335000,759000,2139000,406000,295000,-131000,-6.5,-40000,0.881,-131000,37000,1673000
202510,82,2008000,2008000,417000,883000,2139000,496000,360000,-131000,-6.5,-57000,0.863,-131000,42000,1591000
202511,82,2008000,2008000,462000,676000,2139000,582000,408000,-131000,-6.5,-54000,0.883,-131000,42000,1546000
202512,82,2008000,2008000,531000,432000,2139000,671000,463000,-131000,-6.5,-68000,0.872,-131000,44000,1477000
202601,82,2008000,2068000,550000,672000,2139000,761000,534000,-70000,-3.4,-16000,0.971,-70000,42000,1518000
202602,82,2008000,2068000,666000,631000,2139000,841000,594000,-70000,-3.4,-73000,0.891,-70000,48000,1402000
202603,82,2008000,2068000,707000,437000,2139000,931000,614000,-70000,-3.4,-93000,0.868,-70000,47000,1361000
202604,82,2008000,2068000,778000,622000,2139000,1017000,709000,-70000,-3.4,-68000,0.912,-70000,49000,1291000
202605,82,2008000,2068000,746000,500000,2139000,1106000,728000,-70000,-3.4,-18000,0.976,-70000,44000,1322000
202606,82,2008000,2068000,846000,454000,2139000,1193000,783000,-70000,-3.4,-63000,0.925,-70000,47000,1222000
202607,82,2008000,2068000,950000,361000,2139000,1282000,876000,-70000,-3.4,-74000,0.922,-70000,50000,1118000
202608,82,2008000,2068000,1023000,451000,2139000,1371000,929000,-70000,-3.4,-94000,0.908,-70000,51000,1045000
202609,82,2008000,2068000,1130000,537000,2139000,1458000,984000,-70000,-3.4,-145000,0.871,-70000,54000,938000
202610,82,2008000,2068000,1124000,550000,2139000,1547000,1017000,-70000,-3.4,-107000,0.905,-70000,51000,944000
202611,82,2008000,2068000,1150000,302000,2139000,1633000,1090000,-70000,-3.4,-61000,0.947,-70000,50000,918000
202612,82,2008000,2068000,1336000,417000,2139000,1723000,1166000,-70000,-3.4,-170000,0.873,-70000,56000,732000
202501,83,1087000,1087000,157000,392000,1069000,161000,165000,18000,1.68,7000,1.047,18000,157000,930000
202502,83,1087000,1087000,243000,360000,1069000,231000,238000,18000,1.68,-5000,0.98,18000,121000,844000
202503,83,1087000,1087000,310000,200000,1069000,309000,317000,18000,1.68,7000,1.024,18000,103000,777000
202504,83,1087000,1087000,374000,357000,1069000,385000,384000,18000,1.68,10000,1.027,18000,94000,713000
202505,83,1087000,1087000,460000,162000,1069000,463000,477000,18000,1.68,17000,1.037,18000,92000,627000
202506,83,1087000,1087000,556000,133000,1069000,538000,555000,18000,1.68,-1000,0.998,18000,93000,531000
202507,83,1087000,1087000,641000,186000,1069000,616000,622000,18000,1.68,-19000,0.971,18000,92000,446000
202508,83,1087000,1087000,722000,139000,1069000,694000,707000,18000,1.68,-15000,0.979,18000,90000,365000
202509,83,1087000,1087000,734000,137000,1069000,770000,776000,18000,1.68,42000,1.057,18000,82000,353000
202510,83,1087000,1087000,839000,93000,1069000,848000,867000,18000,1.68,27000,1.033,18000,84000,248000
202511,83,1087000,1087000,933000,67000,1069000,923000,939000,18000,1.68,5000,1.006,18000,85000,154000
202512,83,1087000,1087000,1015000,23000,1069000,1001000,1039000,18000,1.68,24000,1.023,18000,85000,72000
202601,83,1087000,1087000,1027000,14000,1069000,1079000,1090000,18000,1.68,63000,1.061,18000,79000,60000
202602,83,1087000,1087000,1044000,10000,1069000,1087000,1109000,18000,1.68,65000,1.062,18000,75000,43000
202603,83,1087000,1087000,1053000,4000,1069000,1087000,1079000,18000,1.68,26000,1.025,18000,70000,34000
202604,83,1087000,1087000,1057000,4000,1069000,1087000,1078000,18000,1.68,21000,1.02,18000,66000,30000
202605,83,1087000,1087000,1062000,2000,1069000,1087000,1076000,18000,1.68,15000,1.014,18000,62000,25000
202606,83,1087000,1087000,1038000,12000,1069000,1087000,1080000,18000,1.68,42000,1.041,18000,58000,49000
202607,83,1087000,1087000,1042000,12000,1069000,1087000,1100000,18000,1.68,59000,1.056,18000,55000,45000
202608,83,1087000,1087000,1015000,27000,1069000,1087000,1075000,18000,1.68,60000,1.059,18000,51000,72000
202609,83,1087000,1087000,1022000,20000,1069000,1087000,1083000,18000,1.68,61000,1.06,18000,49000,65000
202610,83,1087000,1087000,1062000,2000,1069000,1087000,1126000,18000,1.68,64000,1.06,18000,48000,25000
202611,83,1087000,1087000,1095000,0,1095000,1087000,1126000,-8000,-0.73,31000,1.029,-8000,48000,-8000
202612,83,1087000,1087000,1117000,0,1117000,1087000,1124000,-30000,-2.74,7000,1.007,-30000,47000,-30000
202501,84,12298000,12298000,0,3530000,12378000,0,0,-80000,-0.65,0,1.0,-80000,0,12298000
202502,84,12298000,12298000,0,5889000,12378000,0,0,-80000,-0.65,0,1.0,-80000,0,12298000
202503,84,12298000,12298000,0,3246000,12378000,0,0,-80000,-0.65,0,1.0,-80000,0,12298000
202504,84,12298000,12298000,0,6446000,12378000,0,0,-80000,-0.65,0,1.0,-80000,0,12298000
202505,84,12298000,12298000,0,6580000,12378000,0,0,-80000,-0.65,0,1.0,-80000,0,12298000
202506,84,12298000,12298000,0,6169000,12378000,0,0,-80000,-0.65,0,1.0,-80000,0,12298000
202507,84,12298000,12298000,0,5805000,12378000,0,0,-80000,-0.65,0,1.0,-80000,0,12298000
202508,84,12298000,12298000,0,6288000,12378000,0,0,-80000,-0.65,0,1.0,-80000,0,12298000
202509,84,12298000,12298000,71000,6359000,12378000,72000,71000,-80000,-0.65,0,1.003,-80000,8000,12227000
202510,84,12298000,12298000,588000,6175000,12378000,626000,626000,-80000,-0.65,38000,1.065,-80000,59000,11710000
202511,84,12298000,12298000,1148000,2837000,12378000,1162000,1195000,-80000,-0.65,47000,1.041,-80000,104000,11150000
202512,84,12298000,12298000,1739000,3086000,12378000,1716000,1730000,-80000,-0.65,-9000,0.995,-80000,145000,10559000
202601,84,12298000,12298000,2282000,3132000,12378000,2270000,2314000,-80000,-0.65,32000,1.014,-80000,176000,10016000
202602,84,12298000,12298000,2846000,2875000,12378000,2771000,2819000,-80000,-0.65,-27000,0.991,-80000,203000,9452000
202603,84,12298000,12298000,3238000,4420000,12378000,3325000,3275000,-80000,-0.65,37000,1.012,-80000,216000,9060000
202604,84,12298000,12298000,3797000,3787000,12378000,3861000,3869000,-80000,-0.65,72000,1.019,-80000,237000,8501000
202605,84,12298000,12298000,4605000,3824000,12378000,4415000,4510000,-80000,-0.65,-94000,0.98,-80000,271000,7693000
202606,84,12298000,12298000,4915000,1947000,12378000,4951000,5078000,-80000,-0.65,163000,1.033,-80000,273000,7383000
202607,84,12298000,12298000,5358000,2441000,12378000,5506000,5632000,-80000,-0.65,274000,1.051,-80000,282000,6940000
202608,84,12298000,12298000,6140000,2910000,12378000,6060000,6076000,-80000,-0.65,-63000,0.99,-80000,307000,6158000
202609,84,12298000,12298000,6139000,2116000,12378000,6596000,6547000,-80000,-0.65,408000,1.066,-80000,292000,6159000
202610,84,12298000,12298000,6891000,2050000,12378000,7150000,7122000,-80000,-0.65,231000,1.033,-80000,313000,5407000
202611,84,12298000,12298000,7501000,1971000,12378000,7686000,7593000,-80000,-0.65,92000,1.012,-80000,326000,4797000
202612,84,12298000,12298000,7798000,1546000,12378000,8240000,8104000,-80000,-0.65,306000,1.039,-80000,325000,4500000
202501,85,7608000,7608000,261000,2531000,7484000,274000,261000,124000,1.63,0,1.0,124000,261000,7347000
202502,85,7608000,7608000,488000,3406000,7484000,513000,492000,124000,1.63,4000,1.008,124000,244000,7120000
202503,85,7608000,7608000,742000,2390000,7484000,778000,741000,124000,1.63,-2000,0.998,124000,247000,6866000
202504,85,7608000,7608000,1061000,2661000,7484000,1034000,1035000,124000,1.63,-26000,0.975,124000,265000,6547000
202505,85,7608000,7608000,1292000,3151000,7484000,1299000,1278000,124000,1.63,-14000,0.989,124000,258000,6316000
202506,85,7608000,7608000,1457000,1756000,7484000,1556000,1500000,124000,1.63,42000,1.029,124000,243000,6151000
202507,85,7608000,7608000,1773000,2469000,7484000,1821000,1817000,124000,1.63,44000,1.025,124000,253000,5835000
202508,85,7608000,7608000,1993000,2740000,7484000,2086000,2079000,124000,1.63,86000,1.043,124000,249000,5615000
202509,85,7608000,7608000,2323000,1674000,7484000,2342000,2273000,124000,1.63,-50000,0.978,124000,258000,5285000
202510,85,7608000,7608000,2487000,1929000,7484000,2607000,2487000,124000,1.63,0,1.0,124000,249000,5121000
202511,85,7608000,7608000,2687000,2009000,7484000,2864000,2760000,124000,1.63,72000,1.027,124000,244000,4921000
202512,85,7608000,7608000,3106000,1637000,7484000,3129000,3057000,124000,1.63,-49000,0.984,124000,259000,4502000
202601,85,7608000,7608000,3352000,1137000,7484000,3394000,3257000,124000,1.63,-94000,0.972,124000,258000,4256000
202602,85,7608000,7608000,3667000,1779000,7484000,3633000,3561000,124000,1.63,-106000,0.971,124000,262000,3941000
202603,85,7608000,7608000,3772000,1132000,7484000,3898000,3816000,124000,1.63,44000,1.012,124000,251000,3836000
202604,85,7608000,7608000,3782000,1124000,7484000,4154000,4009000,124000,1.63,227000,1.06,124000,236000,3826000
202605,85,7608000,7608000,4276000,839000,7484000,4419000,4406000,124000,1.63,131000,1.031,124000,252000,3332000
202606,85,7608000,7608000,4399000,1078000,7484000,4676000,4628000,124000,1.63,229000,1.052,124000,244000,3209000
202607,85,7608000,7608000,4627000,1239000,7484000,4941000,4821000,124000,1.63,194000,1.042,124000,244000,2981000
202608,85,7608000,7608000,5127000,953000,7484000,5206000,5058000,124000,1.63,-70000,0.986,124000,256000,2481000
202609,85,7608000,7608000,4960000,922000,7484000,5462000,5235000,124000,1.63,276000,1.056,124000,236000,2648000
202610,85,7608000,7608000,5613000,685000,7484000,5727000,5487000,124000,1.63,-126000,0.978,124000,255000,1995000
202611,85,7608000,7608000,5759000,776000,7484000,5984000,5906000,124000,1.63,148000,1.026,124000,250000,1849000
202612,85,7608000,7608000,5849000,648000,7484000,6249000,6237000,124000,1.63,388000,1.066,124000,244000,1759000
202501,86,5005000,5005000,1667000,1428000,4739000,1582000,1658000,266000,5.32,-9000,0.994,266000,1667000,3338000
202502,86,5005000,5005000,1674000,1184000,4739000,1724000,1749000,266000,5.32,75000,1.045,266000,837000,3331000
202503,86,5005000,5005000,1962000,1476000,4739000,1881000,1921000,266000,5.32,-41000,0.979,266000,654000,3043000
202504,86,5005000,5005000,2053000,1073000,4739000,2033000,2106000,266000,5.32,53000,1.026,266000,513000,2952000
202505,86,5005000,5005000,2306000,1323000,4739000,2191000,2261000,266000,5.32,-45000,0.981,266000,461000,2699000
202506,86,5005000,5005000,2503000,1153000,4739000,2343000,2446000,266000,5.32,-57000,0.977,266000,417000,2502000
202507,86,5005000,5005000,2400000,854000,4739000,2500000,2532000,266000,5.32,131000,1.055,266000,343000,2605000
202508,86,5005000,5005000,2550000,919000,4739000,2657000,2695000,266000,5.32,146000,1.057,266000,319000,2455000
202509,86,5005000,5005000,2794000,867000,4739000,2809000,2903000,266000,5.32,109000,1.039,266000,310000,2211000
202510,86,5005000,5005000,3045000,782000,4739000,2966000,3047000,266000,5.32,3000,1.001,266000,304000,1960000
202511,86,5005000,5005000,3014000,732000,4739000,3119000,3162000,266000,5.32,148000,1.049,266000,274000,1991000
202512,86,5005000,5005000,3285000,531000,4739000,3276000,3391000,266000,5.32,105000,1.032,266000,274000,1720000
202601,86,5005000,5005000,3522000,333000,4739000,3433000,3468000,266000,5.32,-54000,0.985,266000,271000,1483000
202602,86,5005000,5005000,3621000,421000,4739000,3575000,3581000,266000,5.32,-40000,0.989,266000,259000,1384000
202603,86,5005000,5005000,3810000,443000,4739000,3732000,3825000,266000,5.32,15000,1.004,266000,254000,1195000
202604,86,5005000,5005000,3905000,399000,4739000,3884000,3854000,266000,5.32,-51000,0.987,266000,244000,1100000
202605,86,5005000,5005000,3830000,280000,4739000,4042000,4022000,266000,5.32,191000,1.05,266000,225000,1175000
202606,86,5005000,5005000,4107000,321000,4739000,4194000,4261000,266000,5.32,154000,1.037,266000,228000,898000
202607,86,5005000,5005000,4396000,131000,4739000,4351000,4433000,266000,5.32,37000,1.008,266000,231000,609000
202608,86,5005000,5005000,4421000,119000,4739000,4508000,4573000,266000,5.32,152000,1.034,266000,221000,584000
202609,86,5005000,5005000,4644000,32000,4739000,4660000,4738000,266000,5.32,95000,1.02,266000,221000,361000
202610,86,5005000,5005000,4976000,0,4976000,4817000,4973000,29000,0.58,-3000,0.999,29000,226000,29000
202611,86,5005000,5005000,4976000,0,4976000,4970000,5060000,29000,0.58,84000,1.017,29000,216000,29000
202612,86,5005000,5005000,4976000,0,4976000,5005000,5228000,29000,0.58,252000,1.051,29000,207000,29000
202501,87,2504000,2504000,0,821000,2405000,0,0,99000,3.94,0,1.0,99000,0,2504000
202502,87,2504000,2504000,68000,686000,2405000,70000,70000,99000,3.94,3000,1.042,99000,34000,2436000
202503,87,2504000,2504000,162000,702000,2405000,166000,167000,99000,3.94,5000,1.03,99000,54000,2342000
202504,87,2504000,2504000,262000,686000,2405000,257000,262000,99000,3.94,0,1.002,99000,65000,2242000
202505,87,2504000,2504000,362000,1041000,2405000,352000,352000,99000,3.94,-10000,0.973,99000,72000,2142000
202506,87,2504000,2504000,435000,1068000,2405000,444000,449000,99000,3.94,14000,1.032,99000,72000,2069000
202507,87,2504000,2504000,556000,627000,2405000,539000,551000,99000,3.94,-5000,0.991,99000,79000,1948000
202508,87,2504000,2504000,616000,747000,2405000,634000,644000,99000,3.94,28000,1.046,99000,77000,1888000
202509,87,2504000,2504000,708000,665000,2405000,726000,751000,99000,3.94,44000,1.062,99000,79000,1796000
202510,87,2504000,2504000,785000,770000,2405000,821000,832000,99000,3.94,48000,1.061,99000,78000,1719000
202511,87,2504000,2504000,948000,798000,2405000,913000,954000,99000,3.94,5000,1.006,99000,86000,1556000
202512,87,2504000,2504000,1067000,443000,2405000,1008000,1037000,99000,3.94,-30000,0.972,99000,89000,1437000
202601,87,2504000,2504000,1139000,531000,2405000,1103000,1143000,99000,3.94,4000,1.003,99000,88000,1365000
202602,87,2504000,2504000,1169000,478000,2405000,1189000,1184000,99000,3.94,15000,1.013,99000,83000,1335000
202603,87,2504000,2504000,1364000,443000,2405000,1284000,1325000,99000,3.94,-39000,0.971,99000,91000,1140000
202604,87,2504000,2504000,1372000,286000,2405000,1376000,1380000,99000,3.94,8000,1.006,99000,86000,1132000
202605,87,2504000,2504000,1418000,408000,2405000,1471000,1448000,99000,3.94,30000,1.021,99000,83000,1086000
202606,87,2504000,2504000,1598000,225000,2405000,1563000,1592000,99000,3.94,-6000,0.996,99000,89000,906000
202607,87,2504000,2504000,1637000,326000,2405000,1658000,1692000,99000,3.94,55000,1.033,99000,86000,867000
202608,87,2504000,2504000,1844000,221000,2405000,1753000,1808000,99000,3.94,-35000,0.981,99000,92000,660000
202609,87,2504000,2504000,1908000,248000,2405000,1845000,1855000,99000,3.94,-53000,0.972,99000,91000,596000
202610,87,2504000,2504000,1877000,199000,2405000,1940000,1928000,99000,3.94,51000,1.027,99000,85000,627000
202611,87,2504000,2504000,2079000,117000,2405000,2032000,2083000,99000,3.94,4000,1.002,99000,90000,425000
202612,87,2504000,2504000,2157000,113000,2405000,2127000,2140000,99000,3.94,-17000,0.992,99000,90000,347000
202501,88,2274000,2274000,0,1131000,2198000,0,0,76000,3.34,0,1.0,76000,0,2274000
202502,88,2274000,2274000,0,550000,2198000,0,0,76000,3.34,0,1.0,76000,0,2274000
202503,88,2274000,2274000,0,1043000,2198000,0,0,76000,3.34,0,1.0,76000,0,2274000
202504,88,2274000,2274000,0,1153000,2198000,0,0,76000,3.34,0,1.0,76000,0,2274000
202505,88,2274000,2274000,18000,1175000,2198000,18000,19000,76000,3.34,1000,1.045,76000,4000,2256000
202506,88,2274000,2274000,306000,679000,2198000,292000,309000,76000,3.34,4000,1.012,76000,51000,1968000
202507,88,2274000,2274000,582000,831000,2198000,575000,601000,76000,3.34,19000,1.033,76000,83000,1692000
202508,88,2274000,2274000,858000,434000,2198000,858000,871000,76000,3.34,13000,1.015,76000,107000,1416000
202509,88,2274000,2274000,1168000,266000,2198000,1132000,1195000,76000,3.34,27000,1.024,76000,130000,1106000
202510,88,2274000,2274000,1501000,179000,2198000,1416000,1498000,76000,3.34,-3000,0.998,76000,150000,773000
202511,88,2274000,2274000,1762000,218000,2198000,1690000,1715000,76000,3.34,-47000,0.973,76000,160000,512000
202512,88,2274000,2274000,2047000,69000,2198000,1973000,2032000,76000,3.34,-14000,0.993,76000,171000,227000
202601,88,2274000,2274000,2308000,0,2308000,2256000,2313000,-34000,-1.49,5000,1.002,-34000,178000,-34000
202602,88,2274000,2274000,2308000,0,2308000,2274000,2388000,-34000,-1.49,80000,1.035,-34000,165000,-34000
202603,88,2274000,2274000,2250000,0,2250000,2274000,2329000,24000,1.05,79000,1.035,24000,150000,24000
202604,88,2274000,2274000,2308000,0,2308000,2274000,2366000,-34000,-1.49,58000,1.025,-34000,144000,-34000
202605,88,2274000,2274000,2194000,1000,2198000,2274000,2320000,76000,3.34,126000,1.057,76000,129000,80000
202606,88,2274000,2274000,2295000,0,2295000,2274000,2303000,-21000,-0.91,9000,1.004,-21000,127000,-21000
202607,88,2274000,2274000,2308000,0,2308000,2274000,2349000,-34000,-1.49,41000,1.018,-34000,121000,-34000
202608,88,2274000,2274000,2285000,0,2285000,2274000,2332000,-11000,-0.5,47000,1.02,-11000,114000,-11000
202609,88,2274000,2274000,2253000,0,2253000,2274000,2362000,21000,0.91,108000,1.048,21000,107000,21000
202610,88,2274000,2274000,2308000,0,2308000,2274000,2335000,-34000,-1.49,28000,1.012,-34000,105000,-34000
202611,88,2274000,2274000,2211000,0,2211000,2274000,2335000,63000,2.79,125000,1.056,63000,96000,63000
202612,88,2274000,2274000,2308000,0,2308000,2274000,2307000,-34000,-1.49,-1000,0.999,-34000,96000,-34000
202501,89,1577000,1577000,0,690000,1500000,0,0,77000,4.86,0,1.0,77000,0,1577000
202502,89,1577000,1577000,0,806000,1500000,0,0,77000,4.86,0,1.0,77000,0,1577000
202503,89,1577000,1577000,0,531000,1500000,0,0,77000,4.86,0,1.0,77000,0,1577000
202504,89,1577000,1577000,0,597000,1500000,0,0,77000,4.86,0,1.0,77000,0,1577000
202505,89,1577000,1577000,0,453000,1500000,0,0,77000,4.86,0,1.0,77000,0,1577000
202506,89,1577000,1577000,0,785000,1500000,0,0,77000,4.86,0,1.0,77000,0,1577000
202507,89,1577000,1577000,0,573000,1500000,0,0,77000,4.86,0,1.0,77000,0,1577000
202508,89,1577000,1577000,0,678000,1500000,0,0,77000,4.86,0,1.0,77000,0,1577000
202509,89,1577000,1577000,0,510000,1500000,0,0,77000,4.86,0,1.0,77000,0,1577000
202510,89,1577000,1577000,0,431000,1500000,0,0,77000,4.86,0,1.0,77000,0,1577000
202511,89,1577000,1577000,0,535000,1500000,0,0,77000,4.86,0,1.0,77000,0,1577000
202512,89,1577000,1577000,0,807000,1500000,0,0,77000,4.86,0,1.0,77000,0,1577000
202601,89,1577000,1577000,58000,759000,1500000,58000,60000,77000,4.86,2000,1.04,77000,4000,1519000
202602,89,1577000,1577000,257000,650000,1500000,259000,270000,77000,4.86,13000,1.049,77000,18000,1320000
202603,89,1577000,1577000,502000,350000,1500000,482000,502000,77000,4.86,0,1.001,77000,33000,1075000
202604,89,1577000,1577000,677000,305000,1500000,698000,701000,77000,4.86,24000,1.036,77000,42000,900000
202605,89,1577000,1577000,935000,186000,1500000,922000,936000,77000,4.86,0,1.0,77000,55000,642000
202606,89,1577000,1577000,1128000,118000,1500000,1138000,1132000,77000,4.86,4000,1.003,77000,63000,449000
202607,89,1577000,1577000,1331000,89000,1500000,1361000,1383000,77000,4.86,52000,1.039,77000,70000,246000
202608,89,1577000,1577000,1575000,0,1575000,1577000,1642000,2000,0.11,67000,1.043,2000,79000,2000
202609,89,1577000,1577000,1504000,0,1504000,1577000,1594000,73000,4.61,90000,1.06,73000,72000,73000
202610,89,1577000,1577000,1575000,0,1575000,1577000,1610000,2000,0.11,35000,1.022,2000,72000,2000
202611,89,1577000,1577000,1521000,0,1521000,1577000,1611000,56000,3.58,91000,1.06,56000,66000,56000
202612,89,1577000,1577000,1575000,0,1575000,1577000,1642000,2000,0.11,67000,1.043,2000,66000,2000
202501,90,4972000,4972000,503000,1451000,4710000,506000,511000,262000,5.27,9000,1.017,262000,503000,4469000
202502,90,4972000,4972000,642000,1332000,4710000,672000,685000,262000,5.27,43000,1.066,262000,321000,4330000
202503,90,4972000,4972000,849000,1755000,4710000,856000,876000,262000,5.27,27000,1.031,262000,283000,4123000
202504,90,4972000,4972000,1048000,1748000,4710000,1035000,1042000,262000,5.27,-7000,0.994,262000,262000,3924000
202505,90,4972000,4972000,1235000,920000,4710000,1219000,1224000,262000,5.27,-11000,0.991,262000,247000,3737000
202506,90,4972000,4972000,1369000,1450000,4710000,1398000,1401000,262000,5.27,32000,1.023,262000,228000,3603000
202507,90,4972000,4972000,1587000,1000000,4710000,1582000,1618000,262000,5.27,31000,1.02,262000,227000,3385000
202508,90,4972000,4972000,1778000,860000,4710000,1766000,1819000,262000,5.27,41000,1.023,262000,222000,3194000
202509,90,4972000,4972000,2006000,1415000,4710000,1945000,1992000,262000,5.27,-14000,0.993,262000,223000,2966000
202510,90,4972000,4972000,2179000,679000,4710000,2129000,2200000,262000,5.27,21000,1.01,262000,218000,2793000
202511,90,4972000,4972000,2193000,1122000,4710000,2308000,2314000,262000,5.27,121000,1.055,262000,199000,2779000
202512,90,4972000,4972000,2352000,1234000,4710000,2492000,2495000,262000,5.27,143000,1.061,262000,196000,2620000
202601,90,4972000,4972000,2604000,762000,4710000,2676000,2750000,262000,5.27,146000,1.056,262000,200000,2368000
202602,90,4972000,4972000,2756000,562000,4710000,2843000,2856000,262000,5.27,100000,1.036,262000,197000,2216000
202603,90,4972000,4972000,2975000,938000,4710000,3027000,3059000,262000,5.27,84000,1.028,262000,198000,1997000
202604,90,4972000,4972000,3225000,484000,4710000,3206000,3312000,262000,5.27,88000,1.027,262000,202000,1747000
202605,90,4972000,4972000,3365000,371000,4710000,3390000,3382000,262000,5.27,17000,1.005,262000,198000,1607000
202606,90,4972000,4972000,3553000,414000,4710000,3568000,3669000,262000,5.27,116000,1.033,262000,197000,1419000
202607,90,4972000,4972000,3854000,291000,4710000,3753000,3747000,262000,5.27,-107000,0.972,262000,203000,1118000
202608,90,4972000,4972000,3995000,391000,4710000,3937000,4087000,262000,5.27,91000,1.023,262000,200000,977000
202609,90,4972000,4972000,4299000,142000,4710000,4116000,4288000,262000,5.27,-10000,0.998,262000,205000,673000
202610,90,4972000,4972000,4219000,196000,4710000,4300000,4482000,262000,5.27,263000,1.062,262000,192000,753000
202611,90,4972000,4972000,4606000,44000,4710000,4478000,4535000,262000,5.27,-71000,0.985,262000,200000,366000
202612,90,4972000,4972000,4669000,15000,4710000,4663000,4757000,262000,5.27,88000,1.019,262000,195000,303000
202501,91,6112000,6112000,1674000,2142000,7387000,1563000,1500000,-1275000,-20.86,-175000,0.896,-1275000,1674000,4438000
202502,91,6112000,6112000,2049000,2150000,7387000,1796000,1725000,-1275000,-20.86,-323000,0.842,-1275000,1024000,4063000
202503,91,6112000,6112000,2398000,1614000,7387000,2054000,1991000,-1275000,-20.86,-407000,0.83,-1275000,799000,3714000
202504,91,6112000,6112000,2459000,2095000,7387000,2303000,2193000,-1275000,-20.86,-266000,0.892,-1275000,615000,3653000
202505,91,6112000,6112000,2676000,1657000,7387000,2561000,2433000,-1275000,-20.86,-243000,0.909,-1275000,535000,3436000
202506,91,6112000,6112000,3413000,1732000,7387000,2811000,2717000,-1275000,-20.86,-696000,0.796,-1275000,569000,2699000
202507,91,6112000,6112000,3275000,1955000,7387000,3068000,2992000,-1275000,-20.86,-283000,0.913,-1275000,468000,2837000
202508,91,6112000,6112000,4211000,1341000,7387000,3326000,3316000,-1275000,-20.86,-895000,0.788,-1275000,526000,1901000
202509,91,6112000,6112000,4340000,1355000,7387000,3576000,3556000,-1275000,-20.86,-784000,0.819,-1275000,482000,1772000
202510,91,6112000,6112000,4253000,1208000,7387000,3834000,3731000,-1275000,-20.86,-523000,0.877,-1275000,425000,1859000
202511,91,6112000,6112000,4813000,888000,7387000,4083000,3905000,-1275000,-20.86,-908000,0.811,-1275000,438000,1299000
202512,91,6112000,6112000,4996000,1018000,7387000,4341000,4246000,-1275000,-20.86,-750000,0.85,-1275000,416000,1116000
202601,91,6112000,6295000,5233000,604000,7387000,4599000,4375000,-1092000,-17.34,-857000,0.836,-1092000,403000,1063000
202602,91,6112000,6295000,4996000,1201000,7387000,4831000,4569000,-1092000,-17.34,-427000,0.915,-1092000,357000,1300000
202603,91,6112000,6295000,6019000,673000,7387000,5089000,5001000,-1092000,-17.34,-1018000,0.831,-1092000,401000,276000
202604,91,6112000,6295000,6070000,410000,7387000,5339000,5149000,-1092000,-17.34,-921000,0.848,-1092000,379000,225000
202605,91,6112000,6295000,5900000,644000,7387000,5596000,5356000,-1092000,-17.34,-545000,0.908,-1092000,347000,395000
