period_id,project_id,planned_progress_pct,actual_progress_pct,planned_value,earned_value_schedule,planned_milestones,completed_milestones,overdue_milestones,forecast_finish_date,schedule_variance_pct,spi,milestone_completion_pct,schedule_delay_days,delivery_risk_flag
202503,76,0,0,0,0,1,1,0,2028-06-14,0,1.043,100.0,0,Low
202504,76,0,0,0,0,1,1,0,2028-06-14,0,1.047,100.0,0,Low
202505,76,0,0,0,0,1,1,0,2028-06-14,0,1.058,100.0,0,Low
202506,76,0,0,0,0,1,1,0,2028-06-14,0,1.015,100.0,0,Low
202507,76,0,0,0,0,1,1,0,2028-06-14,0,1.029,100.0,0,Low
202508,76,0,0,0,0,1,1,0,2028-06-14,0,1.038,100.0,0,Low
202509,76,0.4,0.4,14000,14000,1,1,0,2028-06-14,0.01,1.022,100.0,0,Low
202510,76,3.5,3.6,119000,120000,1,1,0,2028-06-14,0.05,1.013,100.0,0,Low
202511,76,6.6,6.9,221000,232000,1,1,0,2028-06-14,0.34,1.052,100.0,0,Low
202512,76,9.7,9.9,326000,333000,2,2,0,2028-06-14,0.23,1.023,100.0,0,Low
202601,76,12.8,13.5,431000,455000,3,3,0,2028-06-14,0.72,1.056,100.0,0,Low
202602,76,15.6,16.1,526000,543000,3,3,0,2028-06-14,0.51,1.033,100.0,0,Low
202603,76,18.8,19.5,631000,655000,4,4,0,2028-06-14,0.7,1.037,100.0,0,Low
202604,76,21.8,22.6,733000,760000,4,4,0,2028-06-14,0.8,1.037,100.0,0,Low
202605,76,24.9,25.6,838000,861000,5,5,0,2028-06-14,0.68,1.027,100.0,0,Low
202606,76,27.9,28.4,940000,957000,6,6,0,2028-06-14,0.51,1.018,100.0,0,Low
202607,76,31.0,31.7,1045000,1066000,6,6,0,2028-06-14,0.61,1.02,100.0,0,Low
202608,76,34.2,35.8,1151000,1206000,7,7,0,2028-06-14,1.65,1.048,100.0,0,Low
202609,76,37.2,38.9,1252000,1311000,7,7,0,2028-06-14,1.73,1.047,100.0,0,Low
202610,76,40.3,42.6,1358000,1436000,8,8,0,2028-06-14,2.32,1.058,100.0,0,Low
202611,76,43.3,45.6,1459000,1535000,9,9,0,2028-06-14,2.23,1.052,100.0,0,Low
202612,76,46.5,46.9,1565000,1579000,9,9,0,2028-06-14,0.43,1.009,100.0,0,Low
202501,77,3.0,3.1,87000,89000,1,1,0,2026-08-01,0.05,1.018,100.0,0,Low
202502,77,8.0,7.8,230000,225000,2,2,0,2026-08-06,-0.18,0.977,100.0,5,Low
202503,77,13.5,13.5,389000,389000,3,3,0,2026-08-01,-0.02,0.998,100.0,0,Low
202504,77,18.8,18.5,543000,533000,4,4,0,2026-08-05,-0.33,0.983,100.0,4,Low
202505,77,24.3,24.4,702000,704000,5,5,0,2026-08-01,0.1,1.004,100.0,0,Low
202506,77,29.6,30.2,855000,873000,6,6,0,2026-08-01,0.61,1.02,100.0,0,Low
202507,77,35.1,35.0,1014000,1010000,7,7,0,2026-08-02,-0.14,0.996,100.0,1,Low
202508,77,40.6,41.3,1173000,1192000,8,8,0,2026-08-01,0.67,1.017,100.0,0,Low
202509,77,45.9,45.3,1326000,1309000,9,9,0,2026-08-04,-0.58,0.987,100.0,3,Low
202510,77,51.4,51.6,1485000,1490000,10,10,0,2026-08-01,0.17,1.003,100.0,0,Low
202511,77,56.7,57.4,1639000,1658000,11,11,0,2026-08-01,0.69,1.012,100.0,0,Low
202512,77,62.2,61.0,1797000,1761000,12,12,0,2026-08-06,-1.25,0.98,100.0,5,Low
202601,77,67.7,68.9,1956000,1989000,14,14,0,2026-08-01,1.16,1.017,100.0,0,Low
202602,77,72.7,71.1,2099000,2054000,15,15,0,2026-08-06,-1.59,0.978,100.0,5,Low
202603,77,78.2,79.1,2258000,2284000,16,16,0,2026-08-01,0.9,1.011,100.0,0,Low
202604,77,83.5,81.7,2412000,2359000,17,17,0,2026-08-06,-1.84,0.978,100.0,5,Low
202605,77,89.0,90.3,2571000,2609000,18,18,0,2026-08-01,1.34,1.015,100.0,0,Low
202606,77,94.3,96.0,2724000,2773000,19,19,0,2026-08-01,1.71,1.018,100.0,0,Low
202607,77,99.8,98.2,2883000,2836000,20,20,0,2026-08-05,-1.63,0.984,100.0,4,Low
202608,77,100,99.0,2888000,2859000,20,20,0,2026-08-03,-1.0,0.99,100.0,2,Low
202609,77,100,99.2,2888000,2865000,20,20,0,2026-08-02,-0.78,0.992,100.0,1,Low
202610,77,100,100,2888000,2939000,20,20,0,2026-08-01,0,1.018,100.0,0,Low
202611,77,100,100,2888000,2954000,20,20,0,2026-08-01,0,1.023,100.0,0,Low
202612,77,100,98.3,2888000,2839000,20,20,0,2026-08-05,-1.68,0.983,100.0,4,Low
202501,78,41.8,31.8,4700000,3576000,8,6,2,2026-03-07,-10.0,0.761,75.0,62,High
202502,78,46.6,36.5,5242000,4103000,9,7,2,2026-03-01,-10.14,0.783,77.8,56,High
202503,78,52.0,40.7,5841000,4571000,10,8,2,2026-03-01,-11.31,0.782,80.0,56,High
202504,78,57.1,44.4,6422000,4988000,11,9,2,2026-03-03,-12.76,0.777,81.8,58,High
202505,78,62.5,46.9,7021000,5267000,12,9,3,2026-03-10,-15.61,0.75,75.0,65,High
202506,78,67.6,52.2,7602000,5868000,14,11,3,2026-03-04,-15.43,0.772,78.6,59,High
202507,78,73.0,54.5,8201000,6122000,15,11,4,2026-03-11,-18.51,0.746,73.3,66,High
202508,78,78.3,60.3,8801000,6780000,16,12,4,2026-03-05,-17.98,0.77,75.0,60,High
202509,78,83.5,63.5,9381000,7136000,17,13,4,2026-03-07,-19.98,0.761,76.5,62,High
202510,78,88.8,67.7,9981000,7605000,18,14,4,2026-03-07,-21.14,0.762,77.8,62,High
202511,78,94.0,70.2,10561000,7884000,19,14,5,2026-03-11,-23.82,0.747,73.7,66,High
202512,78,99.3,75.0,11161000,8426000,20,15,5,2026-03-09,-24.33,0.755,75.0,64,High
202601,78,100,75.5,11238000,8484000,20,15,5,2026-03-09,-24.51,0.755,75.0,64,High
202602,78,100,73.4,11238000,8252000,20,15,5,2026-03-14,-26.57,0.734,75.0,69,High
202603,78,100,73.9,11238000,8302000,20,15,5,2026-03-13,-26.12,0.739,75.0,68,High
202604,78,100,72.6,11238000,8153000,20,15,5,2026-03-16,-27.45,0.726,75.0,71,High
202605,78,100,75.5,11238000,8484000,20,15,5,2026-03-09,-24.51,0.755,75.0,64,High
202606,78,100,73.3,11238000,8238000,20,15,5,2026-03-14,-26.69,0.733,75.0,69,High
202607,78,100,73.7,11238000,8285000,20,15,5,2026-03-13,-26.28,0.737,75.0,68,High
202608,78,100,70.4,11238000,7912000,20,14,6,2026-03-22,-29.59,0.704,70.0,77,High
202609,78,100,70.1,11238000,7879000,20,14,6,2026-03-23,-29.89,0.701,70.0,78,High
202610,78,100,71.0,11238000,7984000,20,14,6,2026-03-20,-28.96,0.71,70.0,75,High
202611,78,100,72.2,11238000,8116000,20,14,6,2026-03-17,-27.78,0.722,70.0,72,High
202612,78,100,69.8,11238000,7846000,20,14,6,2026-03-23,-30.18,0.698,70.0,78,High
202501,79,0,0,0,0,1,1,0,2027-02-25,0,1.034,100.0,0,Low
202502,79,0,0,0,0,1,1,0,2027-02-25,0,1.034,100.0,0,Low
202503,79,2.2,2.3,72000,74000,1,1,0,2027-02-25,0.08,1.035,100.0,0,Low
202504,79,6.5,6.6,206000,210000,1,1,0,2027-02-25,0.13,1.019,100.0,0,Low
202505,79,10.8,11.3,344000,359000,2,2,0,2027-02-25,0.47,1.044,100.0,0,Low
202506,79,15.0,15.7,478000,501000,3,3,0,2027-02-25,0.69,1.046,100.0,0,Low
202507,79,19.4,19.5,617000,621000,4,4,0,2027-02-25,0.11,1.006,100.0,0,Low
202508,79,23.7,24.9,756000,791000,5,5,0,2027-02-25,1.12,1.047,100.0,0,Low
202509,79,27.9,28.6,890000,910000,6,6,0,2027-02-25,0.63,1.022,100.0,0,Low
202510,79,32.3,32.3,1029000,1029000,6,6,0,2027-02-25,0.01,1.0,100.0,0,Low
202511,79,36.5,37.4,1163000,1190000,7,7,0,2027-02-25,0.86,1.023,100.0,0,Low
202512,79,40.9,40.9,1301000,1302000,8,8,0,2027-02-25,0.03,1.001,100.0,0,Low
202601,79,45.2,46.6,1440000,1485000,9,9,0,2027-02-25,1.41,1.031,100.0,0,Low
202602,79,49.2,49.8,1565000,1587000,10,10,0,2027-02-25,0.69,1.014,100.0,0,Low
202603,79,53.5,55.4,1704000,1765000,11,11,0,2027-02-25,1.93,1.036,100.0,0,Low
202604,79,57.7,58.9,1838000,1875000,12,12,0,2027-02-25,1.16,1.02,100.0,0,Low
202605,79,62.1,62.3,1977000,1984000,12,12,0,2027-02-25,0.24,1.004,100.0,0,Low
202606,79,66.3,66.8,2111000,2126000,13,13,0,2027-02-25,0.48,1.007,100.0,0,Low
202607,79,70.6,71.4,2249000,2273000,14,14,0,2027-02-25,0.74,1.01,100.0,0,Low
202608,79,75.0,76.5,2388000,2435000,15,15,0,2027-02-25,1.47,1.02,100.0,0,Low
202609,79,79.2,79.3,2522000,2526000,16,16,0,2027-02-25,0.13,1.002,100.0,0,Low
202610,79,83.6,84.2,2661000,2681000,17,17,0,2027-02-25,0.63,1.008,100.0,0,Low
202611,79,87.8,91.7,2795000,2921000,18,18,0,2027-02-25,3.95,1.045,100.0,0,Low
202612,79,92.1,95.5,2934000,3040000,18,18,0,2027-02-25,3.36,1.036,100.0,0,Low
202501,80,0,0,0,0,1,1,0,2028-05-27,0,1.006,100.0,0,Low
202502,80,0,0,0,0,1,1,0,2028-05-27,0,1.016,100.0,0,Low
202503,80,0,0,0,0,1,1,0,2028-06-01,0,0.986,100.0,5,Low
202504,80,0,0,0,0,1,1,0,2028-05-28,0,0.996,100.0,1,Low
202505,80,0,0,0,0,1,1,0,2028-06-02,0,0.985,100.0,6,Low
202506,80,0,0,0,0,1,1,0,2028-05-27,0,1.018,100.0,0,Low
202507,80,0,0,0,0,1,1,0,2028-05-29,0,0.995,100.0,2,Low
202508,80,0,0,0,0,1,1,0,2028-06-01,0,0.986,100.0,5,Low
202509,80,0,0,0,0,1,1,0,2028-05-27,0,1.018,100.0,0,Low
202510,80,0,0,0,0,1,1,0,2028-05-27,0,1.033,100.0,0,Low
202511,80,0,0,0,0,1,1,0,2028-05-29,0,0.993,100.0,2,Low
202512,80,0,0,0,0,1,1,0,2028-05-28,0,0.997,100.0,1,Low
202601,80,2.9,2.9,189000,189000,1,1,0,2028-05-28,-0.01,0.996,100.0,1,Low
202602,80,6.1,6.1,401000,404000,1,1,0,2028-05-27,0.05,1.008,100.0,0,Low
202603,80,9.6,9.6,636000,635000,2,2,0,2028-05-27,-0.01,0.999,100.0,0,Low
202604,80,13.1,13.0,863000,857000,3,3,0,2028-05-29,-0.09,0.993,100.0,2,Low
202605,80,16.6,16.5,1098000,1087000,3,3,0,2028-05-30,-0.16,0.991,100.0,3,Low
202606,80,20.1,20.4,1325000,1349000,4,4,0,2028-05-27,0.36,1.018,100.0,0,Low
202607,80,23.6,24.0,1559000,1582000,5,5,0,2028-05-27,0.34,1.014,100.0,0,Low
202608,80,27.2,27.5,1794000,1817000,5,5,0,2028-05-27,0.34,1.013,100.0,0,Low
202609,80,30.6,31.1,2021000,2051000,6,6,0,2028-05-27,0.46,1.015,100.0,0,Low
202610,80,34.2,34.4,2256000,2274000,7,7,0,2028-05-27,0.27,1.008,100.0,0,Low
202611,80,37.6,38.0,2483000,2511000,8,8,0,2028-05-27,0.43,1.011,100.0,0,Low
202612,80,41.2,42.4,2718000,2797000,8,8,0,2028-05-27,1.2,1.029,100.0,0,Low
202501,81,34.3,33.4,448000,436000,7,7,0,2026-09-09,-0.94,0.973,100.0,10,Low
202502,81,37.5,36.6,490000,477000,8,8,0,2026-09-08,-0.95,0.975,100.0,9,Low
202503,81,41.0,39.3,536000,512000,8,8,0,2026-09-16,-1.79,0.956,100.0,17,Low
202504,81,44.5,44.2,580000,576000,9,9,0,2026-09-01,-0.31,0.993,100.0,2,Low
202505,81,48.0,46.8,626000,611000,10,10,0,2026-09-08,-1.18,0.975,100.0,9,Low
202506,81,51.4,49.0,671000,639000,10,10,0,2026-09-17,-2.45,0.952,100.0,18,Low
202507,81,55.0,54.9,717000,716000,11,11,0,2026-08-30,-0.06,0.999,100.0,0,Low
202508,81,58.5,58.4,763000,762000,12,12,0,2026-08-30,-0.1,0.998,100.0,0,Low
202509,81,61.9,61.5,808000,803000,12,12,0,2026-09-01,-0.4,0.994,100.0,2,Low
202510,81,65.5,64.4,854000,841000,13,13,0,2026-09-05,-1.02,0.984,100.0,6,Low
202511,81,68.9,68.9,899000,899000,14,14,0,2026-08-30,0.05,1.001,100.0,0,Low
202512,81,72.4,72.1,945000,941000,14,14,0,2026-08-31,-0.32,0.996,100.0,1,Low
202601,81,75.9,73.8,991000,963000,15,15,0,2026-09-10,-2.13,0.972,100.0,11,Low
202602,81,79.1,75.4,1033000,984000,16,15,1,2026-09-17,-3.71,0.953,93.8,18,Low
202603,81,82.7,82.2,1079000,1073000,17,17,0,2026-09-01,-0.43,0.995,100.0,2,Low
202604,81,86.1,84.4,1123000,1102000,17,17,0,2026-09-06,-1.68,0.981,100.0,7,Low
202605,81,89.6,86.5,1170000,1129000,18,17,1,2026-09-12,-3.1,0.965,94.4,13,Low
202606,81,93.0,90.0,1214000,1175000,19,18,1,2026-09-11,-3.03,0.967,94.7,12,Low
202607,81,96.6,94.9,1260000,1239000,19,19,0,2026-09-05,-1.65,0.983,100.0,6,Low
202608,81,100,98.2,1305000,1281000,20,20,0,2026-09-06,-1.81,0.982,100.0,7,Low
202609,81,100,97.7,1305000,1275000,20,20,0,2026-09-08,-2.29,0.977,100.0,9,Low
202610,81,100,99.7,1305000,1301000,20,20,0,2026-08-31,-0.28,0.997,100.0,1,Low
202611,81,100,98.5,1305000,1285000,20,20,0,2026-09-04,-1.5,0.985,100.0,5,Low
202612,81,100,96.1,1305000,1254000,20,19,1,2026-09-14,-3.91,0.961,95.0,15,Low
202501,82,0,0,0,0,1,1,0,2027-06-25,0,0.753,100.0,77,High
202502,82,0,0,0,0,1,1,0,2027-07-02,0,0.729,100.0,84,High
202503,82,0,0,0,0,1,1,0,2027-07-07,0,0.715,100.0,89,High
202504,82,0,0,0,0,1,1,0,2027-06-28,0,0.743,100.0,80,High
202505,82,2.7,1.9,55000,39000,1,1,0,2027-07-08,-0.79,0.712,100.0,90,High
202506,82,7.0,5.2,141000,104000,1,1,0,2027-06-29,-1.83,0.74,100.0,81,High
202507,82,11.5,8.3,230000,166000,2,1,1,2027-07-05,-3.2,0.721,50.0,87,High
202508,82,15.9,11.3,320000,228000,3,2,1,2027-07-08,-4.58,0.713,66.7,90,High
202509,82,20.2,14.7,406000,295000,4,3,1,2027-07-04,-5.55,0.725,75.0,86,High
202510,82,24.7,17.9,496000,360000,5,4,1,2027-07-03,-6.75,0.726,80.0,85,High
202511,82,29.0,20.3,582000,408000,6,4,2,2027-07-11,-8.66,0.701,66.7,93,High
202512,82,33.4,23.1,671000,463000,7,5,2,2027-07-15,-10.37,0.69,71.4,97,High
202601,82,37.9,26.6,761000,534000,8,6,2,2027-07-11,-11.28,0.702,75.0,93,High
202602,82,41.9,29.6,841000,594000,8,6,2,2027-07-10,-12.33,0.706,75.0,92,High
202603,82,46.3,30.6,931000,614000,9,6,3,2027-07-24,-15.78,0.66,66.7,106,High
202604,82,50.6,35.3,1017000,709000,10,7,3,2027-07-12,-15.33,0.697,70.0,94,High
202605,82,55.1,36.3,1106000,728000,11,7,4,2027-07-25,-18.84,0.658,63.6,107,High
202606,82,59.4,39.0,1193000,783000,12,8,4,2027-07-25,-20.41,0.656,66.7,107,High
202607,82,63.8,43.6,1282000,876000,13,9,4,2027-07-17,-20.22,0.683,69.2,99,High
202608,82,68.3,46.3,1371000,929000,14,9,5,2027-07-19,-22.03,0.677,64.3,101,High
202609,82,72.6,49.0,1458000,984000,15,10,5,2027-07-19,-23.57,0.675,66.7,101,High
202610,82,77.0,50.6,1547000,1017000,15,10,5,2027-07-25,-26.4,0.657,66.7,107,High
202611,82,81.3,54.3,1633000,1090000,16,11,5,2027-07-22,-27.09,0.667,68.8,104,High
202612,82,85.8,58.1,1723000,1166000,17,12,5,2027-07-19,-27.72,0.677,70.6,101,High
202501,83,14.8,15.1,161000,165000,3,3,0,2026-02-03,0.32,1.022,100.0,0,Low
202502,83,21.3,21.9,231000,238000,4,4,0,2026-02-03,0.58,1.027,100.0,0,Low
202503,83,28.5,29.2,309000,317000,6,6,0,2026-02-03,0.7,1.024,100.0,0,Low
202504,83,35.4,35.3,385000,384000,7,7,0,2026-02-03,-0.08,0.998,100.0,0,Low
202505,83,42.6,43.9,463000,477000,9,9,0,2026-02-03,1.26,1.03,100.0,0,Low
202506,83,49.5,51.0,538000,555000,10,10,0,2026-02-03,1.49,1.03,100.0,0,Low
202507,83,56.7,57.3,616000,622000,11,11,0,2026-02-03,0.54,1.01,100.0,0,Low
202508,83,63.9,65.0,694000,707000,13,13,0,2026-02-03,1.12,1.017,100.0,0,Low
202509,83,70.8,71.4,770000,776000,14,14,0,2026-02-03,0.52,1.007,100.0,0,Low
202510,83,78.0,79.7,848000,867000,16,16,0,2026-02-03,1.73,1.022,100.0,0,Low
202511,83,85.0,86.4,923000,939000,17,17,0,2026-02-03,1.41,1.017,100.0,0,Low
202512,83,92.1,95.6,1001000,1039000,18,18,0,2026-02-03,3.45,1.037,100.0,0,Low
202601,83,99.3,100,1079000,1090000,20,20,0,2026-02-03,0.69,1.01,100.0,0,Low
202602,83,100,100,1087000,1109000,20,20,0,2026-02-03,0,1.021,100.0,0,Low
202603,83,100,99.3,1087000,1079000,20,20,0,2026-02-04,-0.72,0.993,100.0,1,Low
202604,83,100,99.2,1087000,1078000,20,20,0,2026-02-04,-0.85,0.992,100.0,1,Low
202605,83,100,99.0,1087000,1076000,20,20,0,2026-02-04,-0.99,0.99,100.0,1,Low
202606,83,100,99.4,1087000,1080000,20,20,0,2026-02-04,-0.64,0.994,100.0,1,Low
202607,83,100,100,1087000,1100000,20,20,0,2026-02-03,0,1.012,100.0,0,Low
202608,83,100,98.9,1087000,1075000,20,20,0,2026-02-05,-1.09,0.989,100.0,2,Low
202609,83,100,99.6,1087000,1083000,20,20,0,2026-02-03,-0.36,0.996,100.0,0,Low
202610,83,100,100,1087000,1126000,20,20,0,2026-02-03,0,1.036,100.0,0,Low
202611,83,100,100,1087000,1126000,20,20,0,2026-02-03,0,1.036,100.0,0,Low
202612,83,100,100,1087000,1124000,20,20,0,2026-02-03,0,1.034,100.0,0,Low
202501,84,0,0,0,0,1,1,0,2027-08-16,0,0.994,100.0,1,Low
202502,84,0,0,0,0,1,1,0,2027-08-17,0,0.991,100.0,2,Low
202503,84,0,0,0,0,1,1,0,2027-08-19,0,0.987,100.0,4,Low
202504,84,0,0,0,0,1,1,0,2027-08-20,0,0.982,100.0,5,Low
202505,84,0,0,0,0,1,1,0,2027-08-15,0,0.998,100.0,0,Low
202506,84,0,0,0,0,1,1,0,2027-08-15,0,1.014,100.0,0,Low
202507,84,0,0,0,0,1,1,0,2027-08-15,0,1.024,100.0,0,Low
202508,84,0,0,0,0,1,1,0,2027-08-15,0,0.999,100.0,0,Low
202509,84,0.6,0.6,72000,71000,1,1,0,2027-08-16,-0.0,0.994,100.0,1,Low
202510,84,5.1,5.1,626000,626000,1,1,0,2027-08-15,0.0,1.001,100.0,0,Low
202511,84,9.4,9.7,1162000,1195000,2,2,0,2027-08-15,0.27,1.028,100.0,0,Low
202512,84,14.0,14.1,1716000,1730000,3,3,0,2027-08-15,0.11,1.008,100.0,0,Low
202601,84,18.5,18.8,2270000,2314000,4,4,0,2027-08-15,0.35,1.019,100.0,0,Low
202602,84,22.5,22.9,2771000,2819000,5,5,0,2027-08-15,0.39,1.017,100.0,0,Low
202603,84,27.0,26.6,3325000,3275000,5,5,0,2027-08-19,-0.4,0.985,100.0,4,Low
202604,84,31.4,31.5,3861000,3869000,6,6,0,2027-08-15,0.07,1.002,100.0,0,Low
202605,84,35.9,36.7,4415000,4510000,7,7,0,2027-08-15,0.77,1.022,100.0,0,Low
202606,84,40.3,41.3,4951000,5078000,8,8,0,2027-08-15,1.03,1.026,100.0,0,Low
202607,84,44.8,45.8,5506000,5632000,9,9,0,2027-08-15,1.03,1.023,100.0,0,Low
202608,84,49.3,49.4,6060000,6076000,10,10,0,2027-08-15,0.14,1.003,100.0,0,Low
202609,84,53.6,53.2,6596000,6547000,11,11,0,2027-08-17,-0.4,0.993,100.0,2,Low
202610,84,58.1,57.9,7150000,7122000,12,12,0,2027-08-16,-0.23,0.996,100.0,1,Low
202611,84,62.5,61.7,7686000,7593000,12,12,0,2027-08-18,-0.76,0.988,100.0,3,Low
202612,84,67.0,65.9,8240000,8104000,13,13,0,2027-08-20,-1.11,0.983,100.0,5,Low
202501,85,3.6,3.4,274000,261000,1,1,0,2027-06-26,-0.17,0.953,100.0,18,Low
202502,85,6.7,6.5,513000,492000,1,1,0,2027-06-24,-0.28,0.959,100.0,16,Low
202503,85,10.2,9.7,778000,741000,2,2,0,2027-06-27,-0.49,0.952,100.0,19,Low
202504,85,13.6,13.6,1034000,1035000,3,3,0,2027-06-08,0.0,1.0,100.0,0,Low
202505,85,17.1,16.8,1299000,1278000,3,3,0,2027-06-14,-0.28,0.984,100.0,6,Low
202506,85,20.4,19.7,1556000,1500000,4,4,0,2027-06-22,-0.74,0.964,100.0,14,Low
202507,85,23.9,23.9,1821000,1817000,5,5,0,2027-06-08,-0.05,0.998,100.0,0,Low
202508,85,27.4,27.3,2086000,2079000,5,5,0,2027-06-09,-0.09,0.997,100.0,1,Low
202509,85,30.8,29.9,2342000,2273000,6,6,0,2027-06-19,-0.92,0.97,100.0,11,Low
202510,85,34.3,32.7,2607000,2487000,7,7,0,2027-06-26,-1.58,0.954,100.0,18,Low
202511,85,37.6,36.3,2864000,2760000,8,8,0,2027-06-22,-1.37,0.964,100.0,14,Low
202512,85,41.1,40.2,3129000,3057000,8,8,0,2027-06-17,-0.95,0.977,100.0,9,Low
202601,85,44.6,42.8,3394000,3257000,9,9,0,2027-06-24,-1.79,0.96,100.0,16,Low
202602,85,47.8,46.8,3633000,3561000,10,10,0,2027-06-15,-0.95,0.98,100.0,7,Low
202603,85,51.2,50.2,3898000,3816000,10,10,0,2027-06-16,-1.08,0.979,100.0,8,Low
202604,85,54.6,52.7,4154000,4009000,11,11,0,2027-06-22,-1.92,0.965,100.0,14,Low
202605,85,58.1,57.9,4419000,4406000,12,12,0,2027-06-09,-0.17,0.997,100.0,1,Low
202606,85,61.5,60.8,4676000,4628000,12,12,0,2027-06-12,-0.63,0.99,100.0,4,Low
202607,85,64.9,63.4,4941000,4821000,13,13,0,2027-06-17,-1.58,0.976,100.0,9,Low
202608,85,68.4,66.5,5206000,5058000,14,14,0,2027-06-19,-1.95,0.972,100.0,11,Low
202609,85,71.8,68.8,5462000,5235000,14,13,1,2027-06-24,-2.98,0.958,92.9,16,Low
202610,85,75.3,72.1,5727000,5487000,15,14,1,2027-06-24,-3.16,0.958,93.3,16,Low
202611,85,78.7,77.6,5984000,5906000,16,16,0,2027-06-13,-1.02,0.987,100.0,5,Low
202612,85,82.1,82.0,6249000,6237000,16,16,0,2027-06-08,-0.15,0.998,100.0,0,Low
202501,86,31.6,33.1,1582000,1658000,6,6,0,2026-12-07,1.51,1.048,100.0,0,Low
202502,86,34.4,34.9,1724000,1749000,7,7,0,2026-12-07,0.49,1.014,100.0,0,Low
202503,86,37.6,38.4,1881000,1921000,8,8,0,2026-12-07,0.8,1.021,100.0,0,Low
202504,86,40.6,42.1,2033000,2106000,8,8,0,2026-12-07,1.46,1.036,100.0,0,Low
202505,86,43.8,45.2,2191000,2261000,9,9,0,2026-12-07,1.42,1.032,100.0,0,Low
202506,86,46.8,48.9,2343000,2446000,9,9,0,2026-12-07,2.06,1.044,100.0,0,Low
202507,86,49.9,50.6,2500000,2532000,10,10,0,2026-12-07,0.63,1.013,100.0,0,Low
202508,86,53.1,53.9,2657000,2695000,11,11,0,2026-12-07,0.76,1.014,100.0,0,Low
202509,86,56.1,58.0,2809000,2903000,11,11,0,2026-12-07,1.87,1.033,100.0,0,Low
202510,86,59.3,60.9,2966000,3047000,12,12,0,2026-12-07,1.61,1.027,100.0,0,Low
202511,86,62.3,63.2,3119000,3162000,12,12,0,2026-12-07,0.86,1.014,100.0,0,Low
202512,86,65.5,67.7,3276000,3391000,13,13,0,2026-12-07,2.29,1.035,100.0,0,Low
202601,86,68.6,69.3,3433000,3468000,14,14,0,2026-12-07,0.71,1.01,100.0,0,Low
202602,86,71.4,71.5,3575000,3581000,14,14,0,2026-12-07,0.12,1.002,100.0,0,Low
202603,86,74.6,76.4,3732000,3825000,15,15,0,2026-12-07,1.85,1.025,100.0,0,Low
202604,86,77.6,77.0,3884000,3854000,16,16,0,2026-12-10,-0.6,0.992,100.0,3,Low
202605,86,80.7,80.4,4042000,4022000,16,16,0,2026-12-09,-0.4,0.995,100.0,2,Low
202606,86,83.8,85.1,4194000,4261000,17,17,0,2026-12-07,1.34,1.016,100.0,0,Low
202607,86,86.9,88.6,4351000,4433000,17,17,0,2026-12-07,1.64,1.019,100.0,0,Low
202608,86,90.1,91.4,4508000,4573000,18,18,0,2026-12-07,1.31,1.014,100.0,0,Low
202609,86,93.1,94.7,4660000,4738000,19,19,0,2026-12-07,1.56,1.017,100.0,0,Low
202610,86,96.3,99.4,4817000,4973000,19,19,0,2026-12-07,3.11,1.032,100.0,0,Low
202611,86,99.3,100,4970000,5060000,20,20,0,2026-12-07,0.71,1.018,100.0,0,Low
202612,86,100,100,5005000,5228000,20,20,0,2026-12-07,0,1.045,100.0,0,Low
202501,87,0,0,0,0,1,1,0,2027-05-03,0,1.0,100.0,0,Low
202502,87,2.8,2.8,70000,70000,1,1,0,2027-05-03,-0.0,0.998,100.0,0,Low
202503,87,6.6,6.7,166000,167000,1,1,0,2027-05-03,0.05,1.008,100.0,0,Low
202504,87,10.3,10.5,257000,262000,2,2,0,2027-05-03,0.2,1.019,100.0,0,Low
202505,87,14.1,14.1,352000,352000,3,3,0,2027-05-03,-0.0,1.0,100.0,0,Low
202506,87,17.7,17.9,444000,449000,4,4,0,2027-05-03,0.17,1.01,100.0,0,Low
202507,87,21.5,22.0,539000,551000,4,4,0,2027-05-03,0.47,1.022,100.0,0,Low
202508,87,25.3,25.7,634000,644000,5,5,0,2027-05-03,0.37,1.015,100.0,0,Low
202509,87,29.0,30.0,726000,751000,6,6,0,2027-05-03,1.0,1.035,100.0,0,Low
202510,87,32.8,33.2,821000,832000,7,7,0,2027-05-03,0.44,1.014,100.0,0,Low
202511,87,36.5,38.1,913000,954000,7,7,0,2027-05-03,1.61,1.044,100.0,0,Low
202512,87,40.3,41.4,1008000,1037000,8,8,0,2027-05-03,1.14,1.028,100.0,0,Low
202601,87,44.1,45.6,1103000,1143000,9,9,0,2027-05-03,1.59,1.036,100.0,0,Low
202602,87,47.5,47.3,1189000,1184000,9,9,0,2027-05-04,-0.2,0.996,100.0,1,Low
202603,87,51.3,52.9,1284000,1325000,10,10,0,2027-05-03,1.64,1.032,100.0,0,Low
202604,87,55.0,55.1,1376000,1380000,11,11,0,2027-05-03,0.16,1.003,100.0,0,Low
202605,87,58.8,57.8,1471000,1448000,12,12,0,2027-05-08,-0.94,0.984,100.0,5,Low
202606,87,62.4,63.6,1563000,1592000,12,12,0,2027-05-03,1.14,1.018,100.0,0,Low
202607,87,66.2,67.6,1658000,1692000,13,13,0,2027-05-03,1.34,1.02,100.0,0,Low
202608,87,70.0,72.2,1753000,1808000,14,14,0,2027-05-03,2.21,1.032,100.0,0,Low
