period_id,project_id,financial_health_score,schedule_health_score,risk_health_score,resource_health_score,overall_health_score,health_status,strategic_importance_score,executive_attention_score,executive_attention_flag
202512,74,55.1,87.9,100,55.3,76.2,Watch,69.0,39.6,No
202601,74,54.7,90.0,100,55.8,76.8,Watch,69.0,39.2,No
202602,74,61.0,89.6,100,41.5,75.4,Watch,69.0,40.1,No
202603,74,53.1,86.6,65.5,41.6,64.0,At Risk,69.0,47.6,No
202604,74,52.0,86.3,100,37.7,71.4,Watch,69.0,42.7,No
202605,74,62.7,89.3,100,37.2,74.9,Watch,69.0,40.5,No
202606,74,69.2,90.6,100,37.9,77.0,Watch,69.0,39.1,No
202607,74,65.3,87.1,100,42.9,76.0,Watch,69.0,39.7,No
202608,74,58.0,89.5,100,49.7,76.3,Watch,69.0,39.6,No
202609,74,66.5,88.9,100,54.3,79.2,Watch,69.0,37.7,No
202610,74,59.9,89.7,86.2,47.0,72.8,Watch,69.0,41.8,No
202611,74,52.0,91.8,90.8,53.8,74.0,Watch,69.0,41.0,No
202612,74,68.2,92.7,100,48.7,79.6,Watch,69.0,37.4,No
202501,75,82.0,89.9,100,92.2,90.9,Healthy,79.0,33.5,No
202502,75,82.0,92.8,100,85.9,90.5,Healthy,79.0,33.8,No
202503,75,82.0,92.2,100,77.9,88.8,Healthy,79.0,35.0,No
202504,75,82.0,87.3,100,81.8,88.0,Healthy,79.0,35.4,No
202505,75,82.0,87.8,79.3,77.1,82.1,Healthy,79.0,39.3,No
202506,75,82.0,90.7,100,85.1,89.7,Healthy,79.0,34.3,No
202507,75,82.0,93.5,100,85.3,90.6,Healthy,79.0,33.8,No
202508,75,79.2,88.5,100,90.1,89.4,Healthy,79.0,34.6,No
202509,75,79.9,90.1,100,92.1,90.4,Healthy,79.0,33.9,No
202510,75,80.5,88.0,100,98.2,91.2,Healthy,79.0,33.4,No
202511,75,86.6,92.6,100,92.4,92.9,Healthy,79.0,32.3,No
202512,75,87.4,92.2,100,88.2,92.2,Healthy,79.0,32.7,No
202601,75,88.4,93.9,100,83.8,92.0,Healthy,79.0,32.8,No
202602,75,85.5,87.5,100,73.3,87.3,Healthy,79.0,35.9,No
202603,75,80.0,89.7,100,71.9,86.3,Healthy,79.0,36.6,No
202604,75,78.8,86.3,93.1,67.7,82.4,Healthy,79.0,39.1,No
202605,75,82.3,92.1,100,69.7,87.2,Healthy,79.0,36.0,No
202606,75,87.8,93.5,100,67.9,88.6,Healthy,79.0,35.1,No
202607,75,83.7,93.0,100,71.8,88.2,Healthy,79.0,35.3,No
202608,75,78.2,89.3,100,81.9,87.7,Healthy,79.0,35.6,No
202609,75,78.4,90.3,100,80.4,87.8,Healthy,79.0,35.6,No
202610,75,87.1,92.6,100,83.0,91.1,Healthy,79.0,33.4,No
202611,75,86.1,94.4,100,78.0,90.4,Healthy,79.0,33.9,No
202612,75,87.6,91.9,100,72.5,89.0,Healthy,79.0,34.8,No
202501,76,82.0,100,100,93.9,94.3,Healthy,72.5,29.1,No
202502,76,82.0,100,100,85.2,92.5,Healthy,72.5,30.2,No
202503,76,82.0,100,100,77.4,91.0,Healthy,72.5,31.2,No
202504,76,82.0,100,100,83.7,92.2,Healthy,72.5,30.4,No
202505,76,82.0,100,100,75.5,90.6,Healthy,72.5,31.5,No
202506,76,82.0,97.6,100,87.7,92.3,Healthy,72.5,30.4,No
202507,76,82.0,100,100,85.0,92.5,Healthy,72.5,30.3,No
202508,76,82.0,100,100,94.7,94.4,Healthy,72.5,29.0,No
202509,76,91.4,98.9,100,95.1,96.5,Healthy,72.5,27.6,No
202510,76,82.6,97.3,100,95.3,93.9,Healthy,72.5,29.3,No
202511,76,83.5,100,100,92.8,94.4,Healthy,72.5,29.0,No
202512,76,79.9,99.2,100,88.1,92.3,Healthy,72.5,30.3,No
202601,76,78.8,100,100,86.5,92.0,Healthy,72.5,30.6,No
202602,76,78.6,100,90.8,77.9,87.9,Healthy,72.5,33.2,No
202603,76,89.1,100,100,75.2,92.3,Healthy,72.5,30.4,No
202604,76,81.9,100,86.2,67.1,85.4,Healthy,72.5,34.8,No
202605,76,87.9,99.9,100,69.6,90.9,Healthy,72.5,31.3,No
202606,76,81.8,98.3,100,69.2,88.8,Healthy,72.5,32.7,No
202607,76,77.8,98.5,100,73.1,88.6,Healthy,72.5,32.8,No
202608,76,85.2,100,100,82.9,92.9,Healthy,72.5,30.0,No
202609,76,91.0,100,100,79.8,93.7,Healthy,72.5,29.5,No
202610,76,87.2,100,100,86.8,94.2,Healthy,72.5,29.2,No
202611,76,79.8,100,86.2,82.4,88.0,Healthy,72.5,33.2,No
202612,76,91.5,96.7,100,78.5,92.6,Healthy,72.5,30.2,No
202501,77,79.0,98.3,100,96.1,93.4,Healthy,60.5,25.4,No
202502,77,86.9,90.9,100,82.9,90.6,Healthy,60.5,27.3,No
202503,77,80.7,94.7,100,78.8,89.3,Healthy,60.5,28.1,No
202504,77,81.1,91.9,100,85.8,90.0,Healthy,60.5,27.7,No
202505,77,85.0,95.7,100,78.5,90.7,Healthy,60.5,27.2,No
202506,77,90.9,98.7,100,85.4,94.4,Healthy,60.5,24.8,No
202507,77,89.8,94.3,100,90.0,93.7,Healthy,60.5,25.3,No
202508,77,78.7,98.0,100,98.5,93.8,Healthy,60.5,25.2,No
202509,77,85.6,92.7,100,99.3,94.1,Healthy,60.5,25.0,No
202510,77,82.6,95.6,100,99.3,94.2,Healthy,60.5,25.0,No
202511,77,91.8,97.2,100,92.2,95.6,Healthy,60.5,24.1,No
202512,77,90.1,91.4,100,88.9,92.7,Healthy,60.5,25.9,No
202601,77,92.7,98.1,100,85.1,94.6,Healthy,60.5,24.7,No
202602,77,84.0,91.1,100,80.7,89.4,Healthy,60.5,28.0,No
202603,77,78.1,97.1,100,72.4,88.1,Healthy,60.5,28.9,No
202604,77,84.7,91.0,95.4,66.0,85.5,Healthy,60.5,30.6,No
202605,77,88.9,97.7,100,74.8,91.5,Healthy,60.5,26.7,No
202606,77,81.0,98.3,100,67.6,88.2,Healthy,60.5,28.8,No
202607,77,84.5,92.1,100,75.2,88.8,Healthy,60.5,28.5,No
202608,77,78.3,93.2,86.2,84.5,86.0,Healthy,60.5,30.3,No
202609,77,91.8,93.6,100,79.1,91.9,Healthy,60.5,26.5,No
202610,77,82.7,98.2,100,81.3,91.4,Healthy,60.5,26.8,No
202611,77,85.5,99.1,100,83.4,92.8,Healthy,60.5,25.9,No
202612,77,82.0,92.0,100,75.0,88.1,Healthy,60.5,28.9,No
202501,78,72.5,51.9,100,96.1,77.9,Watch,84.0,43.7,No
202502,78,75.1,55.9,34.5,82.9,60.7,At Risk,84.0,54.9,No
202503,78,67.9,55.8,100,78.8,74.5,Watch,84.0,46.0,No
202504,78,59.9,54.8,100,85.8,73.6,Watch,84.0,46.6,No
202505,78,61.8,50.0,100,78.5,71.2,Watch,84.0,48.1,No
202506,78,68.7,53.9,34.5,85.4,59.1,At Risk,84.0,56.0,No
202507,78,60.9,49.4,100,90.0,73.0,Watch,84.0,46.9,No
202508,78,60.6,53.7,100,98.5,75.9,Watch,84.0,45.0,No
202509,78,78.4,51.9,100,99.3,80.0,Healthy,84.0,42.4,No
202510,78,72.8,52.2,100,99.3,78.7,Watch,84.0,43.2,No
202511,78,63.9,49.4,72.4,92.2,67.3,Watch,84.0,50.6,No
202512,78,63.3,50.9,65.5,88.9,65.3,Watch,84.0,52.0,No
202601,78,59.6,50.9,46.0,85.1,58.7,At Risk,84.0,56.2,No
202602,78,67.7,47.2,100,80.7,72.2,Watch,84.0,47.5,No
202603,78,74.2,48.0,34.5,72.4,56.0,At Risk,84.0,58.0,No
202604,78,76.0,45.6,100,66.0,70.9,Watch,84.0,48.3,No
202605,78,61.4,50.9,100,74.8,70.6,Watch,84.0,48.5,No
202606,78,59.9,47.0,100,67.6,67.6,Watch,84.0,50.5,No
202607,78,71.3,47.7,34.5,75.2,55.8,At Risk,84.0,58.1,Yes
202608,78,62.8,41.7,100,84.5,70.1,Watch,84.0,48.8,No
202609,78,67.0,41.2,100,79.1,69.9,Watch,84.0,49.0,No
202610,78,63.0,42.9,34.5,81.3,53.5,At Risk,84.0,59.6,Yes
202611,78,72.2,45.0,100,83.4,73.2,Watch,84.0,46.8,No
202612,78,64.3,40.7,55.2,75.0,57.1,At Risk,84.0,57.3,No
202501,79,82.0,100,100,96.1,94.7,Healthy,88.5,34.4,No
202502,79,82.0,100,81.6,82.9,87.5,Healthy,88.5,39.1,No
202503,79,92.7,100,100,78.8,93.9,Healthy,88.5,34.9,No
202504,79,78.5,98.5,100,85.8,91.3,Healthy,88.5,36.6,No
202505,79,87.9,100,100,78.5,92.7,Healthy,88.5,35.7,No
202506,79,89.8,100,100,85.4,94.5,Healthy,88.5,34.5,No
202507,79,93.1,96.0,100,90.0,95.1,Healthy,88.5,34.2,No
202508,79,80.6,100,100,98.5,94.8,Healthy,88.5,34.3,No
202509,79,78.9,99.0,100,99.3,94.3,Healthy,88.5,34.7,No
202510,79,78.2,95.1,100,99.3,92.9,Healthy,88.5,35.6,No
202511,79,87.3,99.2,100,92.2,95.0,Healthy,88.5,34.2,No
202512,79,86.1,95.1,100,88.9,92.8,Healthy,88.5,35.6,No
202601,79,80.2,100,100,85.1,92.1,Healthy,88.5,36.1,No
202602,79,92.4,97.5,100,80.7,93.5,Healthy,88.5,35.2,No
202603,79,89.5,100,100,72.4,91.8,Healthy,88.5,36.3,No
202604,79,77.6,98.6,100,66.0,87.2,Healthy,88.5,39.3,No
202605,79,88.9,95.7,100,74.8,90.9,Healthy,88.5,36.9,No
202606,79,80.7,96.3,100,67.6,87.6,Healthy,88.5,39.1,No
202607,79,90.6,96.9,100,75.2,91.8,Healthy,88.5,36.3,No
202608,79,82.4,98.5,100,84.5,92.1,Healthy,88.5,36.1,No
202609,79,86.6,95.3,100,79.1,91.1,Healthy,88.5,36.8,No
202610,79,86.2,96.4,100,81.3,91.7,Healthy,88.5,36.4,No
202611,79,87.6,100,100,83.4,93.6,Healthy,88.5,35.1,No
202612,79,84.9,100,100,75.0,91.2,Healthy,88.5,36.7,No
202501,80,82.0,96.1,100,96.1,93.5,Healthy,81.5,32.7,No
202502,80,82.0,97.9,100,82.9,91.5,Healthy,81.5,34.1,No
202503,80,82.0,92.6,100,78.8,89.0,Healthy,81.5,35.7,No
202504,80,82.0,94.3,100,85.8,90.9,Healthy,81.5,34.4,No
202505,80,82.0,92.2,100,78.5,88.9,Healthy,81.5,35.8,No
202506,80,82.0,98.2,100,85.4,92.0,Healthy,81.5,33.7,No
202507,80,82.0,94.1,100,90.0,91.7,Healthy,81.5,33.9,No
202508,80,82.0,92.6,100,98.5,93.0,Healthy,81.5,33.1,No
202509,80,82.0,98.2,100,99.3,94.8,Healthy,81.5,31.9,No
202510,80,82.0,100,100,99.3,95.4,Healthy,81.5,31.5,No
202511,80,82.0,93.7,100,92.2,92.1,Healthy,81.5,33.7,No
202512,80,82.0,94.5,100,88.9,91.6,Healthy,81.5,34.0,No
202601,80,82.6,94.4,100,85.1,91.0,Healthy,81.5,34.4,No
202602,80,90.7,96.4,100,80.7,92.7,Healthy,81.5,33.2,No
202603,80,93.1,94.9,90.8,72.4,88.9,Healthy,81.5,35.7,No
202604,80,84.0,93.8,100,66.0,87.3,Healthy,81.5,36.8,No
202605,80,89.1,93.3,100,74.8,90.2,Healthy,81.5,34.9,No
202606,80,88.5,98.3,100,67.6,90.1,Healthy,81.5,34.9,No
202607,80,80.9,97.6,100,75.2,89.6,Healthy,81.5,35.3,No
202608,80,85.0,97.3,100,84.5,92.3,Healthy,81.5,33.5,No
202609,80,83.1,97.7,100,79.1,90.9,Healthy,81.5,34.4,No
202610,80,88.2,96.4,100,81.3,92.2,Healthy,81.5,33.6,No
202611,80,90.7,97.1,100,83.4,93.5,Healthy,81.5,32.8,No
202612,80,83.9,100,100,75.0,91.0,Healthy,81.5,34.4,No
202501,81,92.0,90.1,100,93.9,93.8,Healthy,76.0,30.6,No
202502,81,85.1,90.5,100,85.2,90.4,Healthy,76.0,32.8,No
202503,81,84.1,87.1,86.2,77.4,84.2,Healthy,76.0,36.9,No
202504,81,93.0,93.7,100,83.7,93.1,Healthy,76.0,31.1,No
202505,81,77.7,90.6,100,75.5,86.7,Healthy,76.0,35.3,No
202506,81,87.2,86.4,79.3,87.7,85.1,Healthy,76.0,36.3,No
202507,81,83.3,94.8,100,85.0,91.3,Healthy,76.0,32.3,No
202508,81,84.3,94.7,100,94.7,93.4,Healthy,76.0,30.9,No
202509,81,78.7,93.8,100,95.1,91.9,Healthy,76.0,31.9,No
202510,81,91.1,92.2,100,95.3,94.5,Healthy,76.0,30.2,No
202511,81,82.9,95.1,100,92.8,92.8,Healthy,76.0,31.3,No
202512,81,79.7,94.2,100,88.1,90.8,Healthy,76.0,32.6,No
202601,81,81.3,90.0,100,86.5,89.6,Healthy,76.0,33.4,No
202602,81,91.6,86.6,100,77.9,89.4,Healthy,76.0,33.5,No
202603,81,84.7,94.1,100,75.2,89.4,Healthy,76.0,33.5,No
202604,81,85.9,91.5,100,67.1,87.3,Healthy,76.0,34.8,No
202605,81,78.5,88.8,100,69.6,85.2,Healthy,76.0,36.2,No
202606,81,79.3,89.1,100,69.2,85.4,Healthy,76.0,36.1,No
202607,81,91.3,91.9,100,73.1,90.0,Healthy,76.0,33.1,No
202608,81,84.2,91.8,100,82.9,90.2,Healthy,76.0,33.0,No
202609,81,85.0,90.9,100,79.8,89.5,Healthy,76.0,33.4,No
202610,81,80.7,94.5,95.4,86.8,89.7,Healthy,76.0,33.3,No
202611,81,89.1,92.3,100,82.4,91.4,Healthy,76.0,32.2,No
202612,81,86.3,88.0,100,78.5,88.7,Healthy,76.0,34.0,No
202501,82,82.0,50.6,100,70.3,74.8,Watch,60.0,37.4,No
202502,82,82.0,46.2,100,60.8,71.5,Watch,60.0,39.5,No
202503,82,82.0,43.7,46.0,58.7,56.9,At Risk,60.0,49.0,No
202504,82,82.0,48.8,100,58.2,71.8,Watch,60.0,39.3,No
202505,82,65.0,43.1,100,51.8,64.5,At Risk,60.0,44.1,No
202506,82,75.5,48.1,34.5,60.2,54.0,At Risk,60.0,50.9,No
202507,82,69.1,44.9,100,61.3,68.0,Watch,60.0,41.8,No
202508,82,75.5,43.3,100,65.9,70.0,Watch,60.0,40.5,No
202509,82,62.9,45.6,100,70.7,68.5,Watch,60.0,41.4,No
202510,82,60.1,45.7,46.0,70.9,54.4,At Risk,60.0,50.6,No
202511,82,63.3,41.2,34.5,69.4,50.7,At Risk,60.0,53.1,No
202512,82,61.6,39.2,100,61.5,64.4,At Risk,60.0,44.1,No
202601,82,77.3,41.4,100,60.5,68.9,Watch,60.0,41.2,No
202602,82,64.5,42.0,100,46.1,62.9,At Risk,60.0,45.1,No
202603,82,60.9,33.7,100,44.1,59.2,At Risk,60.0,47.5,No
202604,82,67.9,40.5,100,40.8,62.3,At Risk,60.0,45.5,No
202605,82,78.1,33.4,100,46.0,63.8,At Risk,60.0,44.6,No
202606,82,70.0,33.2,46.0,45.8,48.1,Critical,60.0,54.7,No
202607,82,69.5,38.0,100,50.7,63.9,At Risk,60.0,44.5,No
202608,82,67.2,36.9,100,59.2,64.7,At Risk,60.0,43.9,No
202609,82,61.4,36.6,65.5,58.1,54.3,At Risk,60.0,50.7,No
202610,82,66.8,33.3,100,48.0,61.3,At Risk,60.0,46.2,No
202611,82,73.5,35.1,100,58.2,65.6,Watch,60.0,43.4,No
202612,82,61.7,36.8,100,52.7,62.0,At Risk,60.0,45.7,No
202501,83,89.5,98.9,100,74.2,91.9,Healthy,63.0,27.3,No
202502,83,78.9,99.9,100,67.6,88.2,Healthy,63.0,29.7,No
202503,83,85.8,99.4,100,65.1,89.3,Healthy,63.0,29.0,No
202504,83,86.3,94.6,100,64.3,87.8,Healthy,63.0,30.0,No
202505,83,87.9,100,100,58.0,88.6,Healthy,63.0,29.5,No
202506,83,81.7,100,100,63.5,88.1,Healthy,63.0,29.8,No
202507,83,77.3,96.7,100,63.7,86.1,Healthy,63.0,31.1,No
202508,83,78.6,98.1,93.1,73.2,87.0,Healthy,63.0,30.5,No
202509,83,91.1,96.3,100,75.6,91.8,Healthy,63.0,27.4,No
202510,83,87.2,99.0,100,74.3,91.4,Healthy,63.0,27.7,No
202511,83,82.9,98.0,100,74.5,90.0,Healthy,63.0,28.5,No
202512,83,85.7,100,100,63.4,89.1,Healthy,63.0,29.1,No
202601,83,91.7,96.7,100,60.0,88.9,Healthy,63.0,29.2,No
202602,83,92.0,98.7,100,56.6,88.9,Healthy,63.0,29.3,No
202603,83,86.0,93.7,100,51.0,84.8,Healthy,63.0,31.9,No
202604,83,85.2,93.5,100,46.9,83.7,Healthy,63.0,32.6,No
202605,83,84.2,93.2,100,49.6,83.9,Healthy,63.0,32.5,No
202606,83,88.5,93.8,100,55.2,86.3,Healthy,63.0,30.9,No
202607,83,91.0,97.2,100,54.8,87.9,Healthy,63.0,29.9,No
202608,83,91.5,93.0,100,57.8,87.4,Healthy,63.0,30.3,No
202609,83,91.6,94.3,100,64.0,89.0,Healthy,63.0,29.2,No
202610,83,91.6,100,100,54.2,88.7,Healthy,63.0,29.4,No
202611,83,86.6,100,100,62.5,89.2,Healthy,63.0,29.1,No
202612,83,83.1,100,90.8,55.4,84.6,Healthy,63.0,32.1,No
202501,84,82.0,93.8,100,93.9,92.4,Healthy,94.0,37.8,No
202502,84,82.0,93.5,100,85.2,90.6,Healthy,94.0,39.0,No
202503,84,82.0,92.7,100,77.4,88.8,Healthy,94.0,40.2,No
202504,84,82.0,91.7,100,83.7,89.8,Healthy,94.0,39.6,No
202505,84,82.0,94.7,100,75.5,89.0,Healthy,94.0,40.0,No
202506,84,82.0,97.5,100,87.7,92.3,Healthy,94.0,37.9,No
202507,84,82.0,99.3,100,85.0,92.3,Healthy,94.0,37.9,No
202508,84,82.0,94.8,86.2,94.7,89.4,Healthy,94.0,39.8,No
202509,84,82.4,94.0,90.8,95.1,90.5,Healthy,94.0,39.1,No
202510,84,92.4,95.2,100,95.3,95.7,Healthy,94.0,35.7,No
202511,84,88.6,100,100,92.8,95.7,Healthy,94.0,35.7,No
202512,84,81.2,96.5,100,88.1,91.9,Healthy,94.0,38.2,No
202601,84,84.2,98.4,100,86.5,92.9,Healthy,94.0,37.5,No
202602,84,80.5,98.1,100,77.9,90.1,Healthy,94.0,39.3,No
202603,84,83.9,92.3,100,75.2,88.7,Healthy,94.0,40.2,No
202604,84,85.0,95.4,100,67.1,88.3,Healthy,94.0,40.5,No
202605,84,78.7,98.9,100,69.6,88.3,Healthy,94.0,40.5,No
202606,84,87.3,99.6,90.8,69.2,88.2,Healthy,94.0,40.5,No
202607,84,90.2,99.2,100,73.1,91.9,Healthy,94.0,38.2,No
202608,84,80.3,95.5,90.8,82.9,88.0,Healthy,94.0,40.7,No
202609,84,92.6,93.7,100,79.8,92.2,Healthy,94.0,38.0,No
202610,84,87.4,94.3,100,86.8,92.5,Healthy,94.0,37.8,No
202611,84,84.0,92.8,100,82.4,90.3,Healthy,94.0,39.2,No
202612,84,88.3,92.0,100,78.5,90.4,Healthy,94.0,39.2,No
202501,85,82.0,86.5,100,92.2,89.9,Healthy,80.0,34.6,No
202502,85,83.3,87.6,100,85.9,89.3,Healthy,80.0,35.0,No
202503,85,81.7,86.4,100,77.9,86.9,Healthy,80.0,36.5,No
202504,85,78.1,95.0,100,81.8,89.4,Healthy,80.0,34.9,No
202505,85,80.3,92.1,100,77.1,88.1,Healthy,80.0,35.7,No
202506,85,86.7,88.5,100,85.1,90.2,Healthy,80.0,34.4,No
202507,85,86.0,94.7,100,85.3,91.9,Healthy,80.0,33.2,No
202508,85,88.9,94.4,100,90.1,93.6,Healthy,80.0,32.2,No
202509,85,78.5,89.6,100,92.1,90.0,Healthy,80.0,34.5,No
202510,85,82.0,86.7,100,98.2,91.1,Healthy,80.0,33.8,No
202511,85,86.3,88.5,90.8,92.4,89.3,Healthy,80.0,35.0,No
202512,85,79.5,90.9,100,88.2,89.8,Healthy,80.0,34.6,No
202601,85,77.5,87.8,100,83.8,87.5,Healthy,80.0,36.1,No
202602,85,77.4,91.4,100,73.3,86.4,Healthy,80.0,36.8,No
202603,85,83.9,91.2,95.4,71.9,86.6,Healthy,80.0,36.7,No
202604,85,91.6,88.7,100,67.7,88.1,Healthy,80.0,35.8,No
202605,85,86.9,94.5,90.8,69.7,86.7,Healthy,80.0,36.6,No
202606,85,90.3,93.1,100,67.9,89.1,Healthy,80.0,35.1,No
202607,85,88.7,90.6,100,71.8,88.7,Healthy,80.0,35.3,No
202608,85,79.8,89.9,100,81.9,88.3,Healthy,80.0,35.6,No
202609,85,90.9,87.5,90.8,80.4,87.8,Healthy,80.0,36.0,No
202610,85,78.4,87.4,100,83.0,87.4,Healthy,80.0,36.2,No
202611,85,86.1,92.7,100,78.0,89.9,Healthy,80.0,34.6,No
202612,85,92.6,94.7,100,72.5,91.1,Healthy,80.0,33.8,No
202501,86,81.1,100,100,67.0,88.7,Healthy,89.0,38.5,No
202502,86,89.1,97.6,100,56.7,87.9,Healthy,89.0,39.0,No
202503,86,78.7,98.8,100,54.4,85.2,Healthy,89.0,40.8,No
202504,86,86.1,100,100,47.1,86.0,Healthy,89.0,40.3,No
202505,86,78.9,100,100,50.7,84.9,Healthy,89.0,41.0,No
202506,86,78.3,100,100,51.1,84.8,Healthy,89.0,41.0,No
202507,86,90.8,97.3,100,59.2,88.7,Healthy,89.0,38.5,No
202508,86,91.1,97.6,100,58.3,88.7,Healthy,89.0,38.5,No
202509,86,88.2,100,79.3,65.9,85.1,Healthy,89.0,40.9,No
202510,86,82.1,99.9,100,64.8,88.5,Healthy,89.0,38.7,No
202511,86,89.9,97.5,100,63.3,89.4,Healthy,89.0,38.1,No
202512,86,87.1,100,100,54.2,87.6,Healthy,89.0,39.2,No
202601,86,79.6,96.9,100,56.6,85.3,Healthy,89.0,40.7,No
202602,86,80.2,95.3,100,46.7,83.0,Healthy,89.0,42.2,No
202603,86,82.6,99.5,100,45.0,84.5,Healthy,89.0,41.2,No
202604,86,79.9,93.6,100,38.2,80.7,Healthy,89.0,43.7,No
202605,86,90.0,94.1,100,36.8,83.1,Healthy,89.0,42.1,No
202606,86,88.0,97.9,100,42.8,84.9,Healthy,89.0,41.0,No
202607,86,83.3,98.4,100,47.8,84.9,Healthy,89.0,41.0,No
202608,86,87.5,97.6,100,52.4,86.6,Healthy,89.0,39.8,No
202609,86,85.3,98.0,100,54.0,86.5,Healthy,89.0,39.9,No
202610,86,81.9,100,100,51.9,85.9,Healthy,89.0,40.3,No
202611,86,84.7,98.3,100,54.7,86.6,Healthy,89.0,39.9,No
202612,86,90.1,100,100,48.1,87.2,Healthy,89.0,39.5,No
202501,87,82.0,95.1,100,67.0,87.4,Healthy,100,43.2,No
202502,87,88.8,94.7,100,56.7,86.9,Healthy,100,43.5,No
202503,87,86.7,96.5,100,54.4,86.5,Healthy,100,43.8,No
202504,87,82.3,98.5,100,47.1,84.5,Healthy,100,45.0,No
202505,87,77.7,95.0,100,50.7,83.1,Healthy,100,46.0,No
202506,87,87.1,96.7,100,51.1,86.0,Healthy,100,44.1,No
202507,87,80.6,98.9,100,59.2,86.7,Healthy,100,43.7,No
202508,87,89.3,97.6,81.6,58.3,83.7,Healthy,100,45.6,No
202509,87,91.9,100,100,65.9,91.2,Healthy,100,40.7,No
202510,87,91.7,97.4,100,64.8,90.1,Healthy,100,41.4,No
202511,87,82.9,100,100,63.3,88.4,Healthy,100,42.6,No
202512,87,77.5,100,100,54.2,85.2,Healthy,100,44.6,No
202601,87,82.6,100,100,56.6,87.0,Healthy,100,43.5,No
202602,87,84.1,94.3,100,46.7,83.7,Healthy,100,45.6,No
202603,87,77.4,100,100,45.0,83.4,Healthy,100,45.8,No
202604,87,83.0,95.5,100,38.2,82.0,Healthy,100,46.7,No
202605,87,85.4,92.1,100,36.8,81.3,Healthy,100,47.1,No
202606,87,81.4,98.3,100,42.8,83.4,Healthy,100,45.8,No
202607,87,87.3,98.7,100,47.8,86.0,Healthy,100,44.1,No
202608,87,78.9,100,100,52.4,85.2,Healthy,100,44.6,No
202609,87,77.6,95.9,100,54.0,84.0,Healthy,100,45.4,No
202610,87,86.4,93.9,100,51.9,85.1,Healthy,100,44.7,No
202611,87,82.3,99.5,100,54.7,86.4,Healthy,100,43.9,No
202612,87,80.8,96.1,100,48.1,83.7,Healthy,100,45.6,No
202501,88,82.0,100,100,74.2,90.3,Healthy,86.5,36.6,No
202502,88,82.0,100,100,67.6,89.0,Healthy,86.5,37.4,No
202503,88,82.0,100,100,65.1,88.5,Healthy,86.5,37.7,No
202504,88,82.0,99.3,100,64.3,88.2,Healthy,86.5,38.0,No
202505,88,89.2,100,100,58.0,88.9,Healthy,86.5,37.5,No
202506,88,83.9,100,100,63.5,88.7,Healthy,86.5,37.6,No
202507,88,87.2,100,100,63.7,89.5,Healthy,86.5,37.1,No
202508,88,84.3,97.5,100,73.2,90.0,Healthy,86.5,36.8,No
202509,88,85.8,100,100,75.6,91.6,Healthy,86.5,35.8,No
202510,88,81.7,100,100,74.3,90.3,Healthy,86.5,36.6,No
202511,88,77.7,97.8,100,74.5,88.7,Healthy,86.5,37.6,No
202512,88,80.9,100,100,63.4,87.9,Healthy,86.5,38.1,No
202601,88,82.3,99.5,100,60.0,87.4,Healthy,86.5,38.4,No
202602,88,87.6,100,100,56.6,88.2,Healthy,86.5,37.9,No
202603,88,87.6,99.3,100,51.0,86.9,Healthy,86.5,38.8,No
202604,88,86.0,100,100,46.9,85.9,Healthy,86.5,39.4,No
202605,88,91.2,98.6,100,49.6,87.3,Healthy,86.5,38.5,No
202606,88,82.6,97.3,100,55.2,85.9,Healthy,86.5,39.5,No
202607,88,84.8,100,100,54.8,87.2,Healthy,86.5,38.6,No
202608,88,85.3,99.6,100,57.8,87.8,Healthy,86.5,38.2,No
202609,88,89.7,100,93.1,64.0,88.5,Healthy,86.5,37.7,No
202610,88,83.9,99.9,100,54.2,86.8,Healthy,86.5,38.9,No
202611,88,91.0,99.8,100,62.5,90.2,Healthy,86.5,36.6,No
202612,88,81.9,97.6,100,55.4,85.8,Healthy,86.5,39.5,No
202501,89,82.0,95.5,100,93.9,92.9,Healthy,98.5,39.1,No
202502,89,82.0,100,100,85.2,92.5,Healthy,98.5,39.3,No
202503,89,82.0,97.6,100,77.4,90.3,Healthy,98.5,40.8,No
202504,89,82.0,100,86.2,83.7,88.8,Healthy,98.5,41.8,No
202505,89,82.0,98.8,100,75.5,90.2,Healthy,98.5,40.8,No
202506,89,82.0,100,100,87.7,93.0,Healthy,98.5,39.0,No
202507,89,82.0,95.9,100,85.0,91.3,Healthy,98.5,40.2,No
202508,89,82.0,99.0,100,94.7,94.2,Healthy,98.5,38.3,No
202509,89,82.0,94.5,100,95.1,92.9,Healthy,98.5,39.1,No
202510,89,82.0,96.0,100,95.3,93.4,Healthy,98.5,38.8,No
202511,89,82.0,100,100,92.8,94.1,Healthy,98.5,38.3,No
202512,89,82.0,96.1,100,88.1,91.9,Healthy,98.5,39.7,No
202601,89,88.4,100,100,86.5,94.4,Healthy,98.5,38.1,No
202602,89,89.9,100,100,77.9,93.0,Healthy,98.5,39.0,No
202603,89,82.1,100,100,75.2,90.6,Healthy,98.5,40.6,No
202604,89,87.7,95.7,86.2,67.1,85.6,Healthy,98.5,43.8,No
202605,89,82.0,97.7,86.2,69.6,85.3,Healthy,98.5,44.0,No
202606,89,82.6,94.1,100,69.2,87.7,Healthy,98.5,42.5,No
202607,89,88.3,97.9,100,73.1,91.1,Healthy,98.5,40.3,No
202608,89,88.8,100,100,82.9,93.8,Healthy,98.5,38.5,No
